comment,replies,user_name,date
That john lennon with the mustache filmed the Western el torro its the story of what was going on behind the scenes during the film treasure on the sierra madre....el torre is in the same universe as treasure on the Sierra madre....so is the fiasco at the ok corral....its Western movies guy stuff...kinda like being stranded down way east in China town on Western Street in Los Angeles homeless living out of your car.... nothing to do...not enough money if you could...what little you had spent with some lady on pot cigarettes and soda pop...i nice thing for someone else to make money she probably would have preffered to keep her pot... you didn't need it you shoulda coulda saved i tryed to theyll steal it even with a lock...its terrorism not need or want...,[],@MikeJordan-mg2yc,2024-05-31T20:54:22Z
"どうにかすればジョンが戻って来るのかな⁉️とかを😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢
ポールとジョンと二人が楽しそうに。
４人が楽しそうにしているのが大好きだったから🎵",[],@user-gt6ug2lq1k,2024-05-31T14:31:24Z
"In my opinion, there’s never been a better musical encapsulation of (nostalgia) itself. It also has that “morning” vibe, if anyone knows what I mean? Cold, crisp air, dawn light and dew covering everything.",[],@CW_9,2024-05-31T11:12:04Z
"Everyone who reads this, we don't know each other and probably never will but I wish you all the best in life and all the luck in the world 💕🥰",[],@softrockc422,2024-05-31T07:49:02Z
This song directly inspired the song HOI POLOI by Todd Rundgren!,[],@trentpettit6336,2024-05-31T05:14:31Z
What now 🫥,[],@Usercantwelve,2024-05-30T23:12:05Z
ジョージだけ何で白馬でないの❔😂😂😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,[],@user-gt6ug2lq1k,2024-05-30T19:19:01Z
"cuando tenia 14 decia que su musica era aburrida, ahora con 15 veo lo estupido que fui y lo que cambie para bien en 1 año",[],@AlejandroM876,2024-05-30T15:16:22Z
Beatles forever,[],@katja3923,2024-05-30T01:28:00Z
❤,[':\u2060-\u2060)'],@RawrDinosaurgrr,2024-05-28T23:30:28Z
the old footage of Stratford and Liverpool is just so special,[],@benoliver5776,2024-05-28T03:44:56Z
ビートルズの懐かしい歌声満点。💜🎸🎸🎸🎸🎸🎸🎸🎸🎸🎸🎸🎸🎸🎸🎸🎸🎸🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍏🍐🍐🍐🍐🍐🍐🍐🍐🍐🍐🍐🍐🍐🍐🍐,[],@user-dt8ws5wp2u,2024-05-27T16:29:57Z
Pity about the disgusting exploitation of animals. So unfortunate.,[],@soberobserver1646,2024-05-27T10:24:06Z
"They make me fall in love with english idiocracy in my adolescence, whithout knowing it... When I got there (in UK) for the first time, around 2002, I couldn't find what I had inspired through their melodies. So, I realised, that England is not an existent place; it is located only in the daydream of beatles music.",[],@ZZe1dor,2024-05-27T08:23:42Z
What did English music sound like before the Beatles?,[],@Chamuko_03,2024-05-27T04:46:04Z
I think this is my favourite song like and comment if it’s yours to,[],@acuraukm,2024-05-26T22:18:59Z
"The Beatles are hands down, the greatest band of ALL TIME!",[],@biggatorcaesar,2024-05-26T04:57:26Z
Who is here on 2080,[],@noisehehe,2024-05-25T20:41:23Z
"I wish they had stayed the course and put this on Sgt. Pepper.  As great as the album was, it could have used (in my opinion) another radio friendly tune.  Instead it was double A-sided with Strawberry Fields, I believe.  If I’m wrong I’m sure I’ll be corrected shortly :)",[],@sachmo3,2024-05-25T16:18:12Z
Of course,[],@darrenattebery7776,2024-05-25T14:56:34Z
❤,[],@August51890,2024-05-25T04:58:47Z
For a second reminded me of a song by Queen,[],@e3uphoric51,2024-05-24T21:45:36Z
"I'm here for the Beatles all my life long.!! They are the best ever, and they have been great from their beginning, but they managed to grow as musicians throughout their careers. None of them rested on their laurels. Paul and Ringo are still making music. Amazing!","['yes-also a bit sad; like all of us and our life experiences that shape us, their music got grittier and more melancholy in contrast from the boppy happy simple start, as life shaped them as well']",@MaryFaili-xz4lx,2024-05-24T17:14:12Z
"In Penny Lane, there is a barber showing photographs
Of every head he's had the pleasure to know
And all the people that come and go
Stop and say hello
On the corner is a banker with a motorcar
And little children laugh at him behind his back
And the banker never wears a mac in the pouring rain
Very strange
Penny Lane is in my ears and in my eyes
Wet beneath the blue suburban skies
I sit and meanwhile back in
Penny Lane, there is a fireman with an hourglass
And in his pocket is a portrait of the Queen
He likes to keep his fire engine clean
It's a clean machine
Penny Lane, is in my ears and in my eyes
A four of fish and finger pies
In summer, meanwhile back
Behind the shelter in the middle of a roundabout
A pretty nurse is selling poppies from a tray
And though she feels as if she's in a play
She is anyway
Penny Lane, the barber shaves another customer
We see the banker sitting waiting for a trim
And then, the fireman rushes in from the pouring rain
Very strange
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
I sit and meanwhile back
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
Penny Lane",[],@sarexmadriago8516,2024-05-24T12:18:07Z
"Группа Битлз на все времена. Мне 75 лет, я из России, я их поклонник с 16 лет.",[],@user-lo9qk3ni6u,2024-05-24T11:29:46Z
I wonder why the beatle's arent being recognized amongst the crowd...,['Everyone was looking at Lennon at the end of the video'],@TwilightZone697,2024-05-24T09:57:11Z
I Like how in the start John Lennon sticks out like a sore thumb amongst the crowd of random people,[],@TwilightZone697,2024-05-24T09:55:17Z
Taylor Swift brought me here 😂,[],@stephenwilliams926,2024-05-23T22:36:19Z
